sequence,label
"[2, 21, 27, 29, 18, 19, 18, 26, 10, 4, 2, 26, 21, 10, 26, 28, 27, 21, 21, 21, 28, 29, 26, 4, 26, 10, 5, 19, 29, 12, 18, 18, 10, 18, 12, 26, 28, 26, 19, 16, 27, 16, 26, 26, 2, 18, 18, 4, 10, 10, 12, 10, 12, 5, 10, 4, 18, 10, 18, 26, 26, 10, 21, 26, 26, 5, 10, 5, 5, 11, 28, 25, 26, 23, 2, 10, 10, 12, 5, 11, 27, 10, 20, 19, 18, 18, 2, 18, 26, 5, 23, 27, 10, 26, 3, 18, 18, 26, 26, 4, 18, 2, 2, 26, 11, 26, 26, 25, 25, 4, 10, 18, 2, 2, 12, 18, 12, 18, 20, 26, 11, 4, 10, 2, 21, 5, 26, 26, 10, 18, 10, 18, 5, 28, 2, 10, 27, 4, 26, 2, 5, 26, 26, 12, 12, 19, 10, 18, 18, 12, 26, 2, 10, 2, 26, 10, 5, 25, 10, 19, 28, 26, 10, 13, 4, 2, 10, 18, 26, 13, 26, 26, 2, 10, 11, 20, 4, 21, 10, 28, 18, 18, 19, 2, 16, 18, 11, 2, 2, 16, 2, 2, 26, 28, 26, 18, 10, 2, 27, 11, 18, 16, 26, 29, 19, 27, 26, 2, 26, 18, 26, 27, 5, 28, 2, 26, 2, 2, 27, 10, 26, 5, 5, 11, 18, 18]",1
"[26, 26, 10, 18, 10, 18, 5, 28, 2, 10, 27, 4, 26, 2, 5, 26, 26, 12, 12, 19, 10, 18, 18, 12, 26, 2, 10, 2, 26, 10, 5, 25, 10, 19, 28, 26, 10, 13, 4, 2, 10, 18, 26, 13, 26, 26, 2, 10, 11, 20, 4, 21, 10, 28, 18, 18, 19, 2, 16, 18, 11, 2, 2, 16, 2, 2, 26, 28, 26, 18, 10, 2, 27, 11, 18, 16, 26, 29, 19, 27, 26, 2, 26, 18, 26, 27, 5, 28, 2, 26, 2, 2, 27, 10, 26, 5, 5, 11, 18, 18, 10, 25, 26, 10, 10, 26, 18, 2, 10, 10, 11, 10, 11, 28, 3, 4, 2, 11, 4, 26, 19, 18, 10, 26, 26, 2, 20, 21, 25, 18, 10, 4, 18, 2, 21, 29, 18, 5, 18, 10, 10, 29, 26, 11, 18, 27, 28, 11, 10, 26, 2, 13, 12, 26, 20, 4, 19, 28, 26, 10, 26, 26, 13, 10, 2, 2, 18, 18, 18, 28, 2, 2, 5, 18, 20, 19, 16, 18, 11, 18, 26, 27, 26, 10, 28, 10, 10, 18, 10, 29, 18, 11, 12, 16, 18, 18, 12, 2, 10, 13, 18, 18, 20, 21, 26, 27, 10, 18, 21, 26, 29, 4, 2, 13, 18, 26, 2, 26, 12, 18, 21, 20, 18, 29]",1
"[10, 25, 26, 10, 10, 26, 18, 2, 10, 10, 11, 10, 11, 28, 3, 4, 2, 11, 4, 26, 19, 18, 10, 26, 26, 2, 20, 21, 25, 18, 10, 4, 18, 2, 21, 29, 18, 5, 18, 10, 10, 29, 26, 11, 18, 27, 28, 11, 10, 26, 2, 13, 12, 26, 20, 4, 19, 28, 26, 10, 26, 26, 13, 10, 2, 2, 18, 18, 18, 28, 2, 2, 5, 18, 20, 19, 16, 18, 11, 18, 26, 27, 26, 10, 28, 10, 10, 18, 10, 29, 18, 11, 12, 16, 18, 18, 12, 2, 10, 13, 18, 18, 20, 21, 26, 27, 10, 18, 21, 26, 29, 4, 2, 13, 18, 26, 2, 26, 12, 18, 21, 20, 18, 29, 18, 16, 10, 2, 26, 10, 18, 10, 23, 29, 10, 2, 27, 26, 20, 10, 19, 5, 10, 19, 10, 10, 27, 18, 23, 20, 26, 21, 27, 23, 10, 18, 26, 2, 2, 2, 26, 2, 2, 28, 2, 26, 2, 10, 3, 18, 4, 28, 2, 2, 5, 27, 18, 12, 26, 28, 26, 2, 26, 5, 29, 26, 21, 27, 18, 10, 12, 10, 2, 5, 10, 28, 2, 18, 18, 26, 10, 18, 11, 10, 18, 26, 10, 26, 26, 16, 10, 21, 12, 28, 29, 26, 26]",1
"[18, 16, 10, 2, 26, 10, 18, 10, 23, 29, 10, 2, 27, 26, 20, 10, 19, 5, 10, 19, 10, 10, 27, 18, 23, 20, 26, 21, 27, 23, 10, 18, 26, 2, 2, 2, 26, 2, 2, 28, 2, 26, 2, 10, 3, 18, 4, 28, 2, 2, 5, 27, 18, 12, 26, 28, 26, 2, 26, 5, 29, 26, 21, 27, 18, 10, 12, 10, 2, 5, 10, 28, 2, 18, 18, 26, 10, 18, 11, 10, 18, 26, 10, 26, 26, 16, 10, 21, 12, 28, 29, 26, 26]",1
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
"[1, 1, 1, 1, 1]",0
"[1, 1, 1, 1, 1, 10, 2, 18, 12, 5, 1, 1, 1, 1, 1, 10, 2, 26, 29, 28, 11, 10, 18, 26, 1, 1, 1, 1, 2, 1, 26, 25, 19, 4, 10, 18, 26, 27, 20, 28, 2, 1, 1, 1, 1, 10, 1, 18, 10, 18, 27, 11, 20, 10, 2, 29, 5, 2, 2, 10]",1
"[10, 2, 26, 29, 28, 11, 10, 18, 26, 1, 1, 1, 1, 2, 1, 26, 25, 19, 4, 10, 18, 26, 27, 20, 28, 2, 1, 1, 1, 1, 10, 1, 18, 10, 18, 27, 11, 20, 10, 2, 29, 5, 2, 2, 10, 1, 1, 1, 1, 1, 10, 21, 27, 20, 2, 10, 5, 5, 2, 2, 18, 28, 27, 5, 2, 11, 26, 4, 26, 5, 1, 1, 1, 1, 2, 1, 26, 10, 26, 21, 18, 5, 10, 2, 28, 5, 26, 18, 13, 26, 26, 1, 1, 1, 1, 1, 19, 27, 18, 20, 10, 18, 5, 25, 27, 10, 18, 13, 10, 21, 10, 4, 12, 23, 2, 27, 21, 26, 26, 1, 1, 1, 2, 2, 1, 1, 18, 2, 2, 27, 16, 12, 5, 18, 2, 10, 26, 4, 18, 18, 10, 10, 5, 10, 29, 29, 26, 25, 18]",1
"[1, 1, 1, 1, 1, 10, 21, 27, 20, 2, 10, 5, 5, 2, 2, 18, 28, 27, 5, 2, 11, 26, 4, 26, 5, 1, 1, 1, 1, 2, 1, 26, 10, 26, 21, 18, 5, 10, 2, 28, 5, 26, 18, 13, 26, 26, 1, 1, 1, 1, 1, 19, 27, 18, 20, 10, 18, 5, 25, 27, 10, 18, 13, 10, 21, 10, 4, 12, 23, 2, 27, 21, 26, 26, 1, 1, 1, 2, 2, 1, 1, 18, 2, 2, 27, 16, 12, 5, 18, 2, 10, 26, 4, 18, 18, 10, 10, 5, 10, 29, 29, 26, 25, 18, 1, 1, 1, 1, 1, 10, 2, 26, 26, 10, 27, 27, 28, 5, 10, 28, 27, 27, 29, 5, 27, 27, 2, 26, 2, 2, 26, 27, 27, 26, 26, 4, 2, 10, 10, 10, 1, 1, 1, 1, 1, 10, 21, 2, 18, 5, 28, 5, 28, 26, 2, 2, 2, 18, 27, 10, 26, 18, 12, 10, 18, 10, 10, 21, 27, 18, 18, 27, 29, 2, 20, 26, 10, 5, 26, 10, 27, 28, 5, 5, 26, 10, 26, 12, 2, 2, 27, 27, 4, 16, 28, 3, 5, 26, 2, 18, 18, 11, 2, 10, 3, 10, 20, 18]",1
"[1, 1, 1, 1, 1, 10, 2, 26, 26, 10, 27, 27, 28, 5, 10, 28, 27, 27, 29, 5, 27, 27, 2, 26, 2, 2, 26, 27, 27, 26, 26, 4, 2, 10, 10, 10, 1, 1, 1, 1, 1, 10, 21, 2, 18, 5, 28, 5, 28, 26, 2, 2, 2, 18, 27, 10, 26, 18, 12, 10, 18, 10, 10, 21, 27, 18, 18, 27, 29, 2, 20, 26, 10, 5, 26, 10, 27, 28, 5, 5, 26, 10, 26, 12, 2, 2, 27, 27, 4, 16, 28, 3, 5, 26, 2, 18, 18, 11, 2, 10, 3, 10, 20, 18, 2, 10, 5, 10, 21, 2, 18, 25, 2, 2, 18, 10, 26, 10, 18, 18, 18, 18, 26, 18, 25, 18, 21, 10, 10, 26, 20, 19, 2, 2, 2, 27, 12, 18, 26, 4, 26, 5, 26, 2, 2, 5, 13, 18, 18, 5, 10, 2, 11, 10, 4, 23, 2, 29, 16, 27, 2, 21, 26, 21, 18, 10, 10, 10, 4, 20, 28, 18, 2, 2, 10, 18, 26, 18, 16, 2, 20, 16, 2, 18, 18, 2, 12, 5, 26, 10, 21, 10, 2, 2, 2, 26, 10, 2, 27, 28, 12, 10, 27, 2, 27, 27, 3, 18, 3, 18, 4, 26, 18, 19, 18, 10, 18, 18, 13, 10, 2, 10, 10, 29, 26, 20, 4, 16, 5, 19, 10, 10, 26]",1
"[2, 10, 5, 10, 21, 2, 18, 25, 2, 2, 18, 10, 26, 10, 18, 18, 18, 18, 26, 18, 25, 18, 21, 10, 10, 26, 20, 19, 2, 2, 2, 27, 12, 18, 26, 4, 26, 5, 26, 2, 2, 5, 13, 18, 18, 5, 10, 2, 11, 10, 4, 23, 2, 29, 16, 27, 2, 21, 26, 21, 18, 10, 10, 10, 4, 20, 28, 18, 2, 2, 10, 18, 26, 18, 16, 2, 20, 16, 2, 18, 18, 2, 12, 5, 26, 10, 21, 10, 2, 2, 2, 26, 10, 2, 27, 28, 12, 10, 27, 2, 27, 27, 3, 18, 3, 18, 4, 26, 18, 19, 18, 10, 18, 18, 13, 10, 2, 10, 10, 29, 26, 20, 4, 16, 5, 19, 10, 10, 26, 21, 16, 18, 10, 2, 28, 26, 26, 21, 26, 26, 26, 5, 18, 10, 27, 18, 26, 10, 2, 26, 10, 3, 19, 26, 27, 21, 18, 18, 10, 27, 2, 26, 10, 2, 19, 10, 2, 11, 26, 10, 26, 19, 26, 18, 18, 26, 18, 2, 10, 18, 26, 18, 12, 2, 5, 27, 29, 29, 26, 10, 18, 12, 13, 28, 5, 21, 26, 2, 26, 10, 18, 28, 5, 26, 5, 3, 20, 10, 26, 29, 26, 16, 18, 18, 26, 5, 10, 18, 21, 28, 19, 26]",1
"[21, 16, 18, 10, 2, 28, 26, 26, 21, 26, 26, 26, 5, 18, 10, 27, 18, 26, 10, 2, 26, 10, 3, 19, 26, 27, 21, 18, 18, 10, 27, 2, 26, 10, 2, 19, 10, 2, 11, 26, 10, 26, 19, 26, 18, 18, 26, 18, 2, 10, 18, 26, 18, 12, 2, 5, 27, 29, 29, 26, 10, 18, 12, 13, 28, 5, 21, 26, 2, 26, 10, 18, 28, 5, 26, 5, 3, 20, 10, 26, 29, 26, 16, 18, 18, 26, 5, 10, 18, 21, 28, 19, 26, 4, 2, 2, 2, 10, 11, 26, 26, 2, 18, 10, 10, 10, 21, 18, 27, 10, 10, 10, 26, 2, 18, 28, 3, 18, 28, 26, 29, 20, 5, 2, 4, 18, 26, 2, 26, 10, 2, 18, 10, 26, 26, 18, 26, 26, 23, 26, 20, 10, 26, 28, 21, 2, 27, 11, 2, 2, 2, 27, 2, 26, 10, 18, 26, 18, 2, 2, 18, 26, 21, 2, 5, 2, 26, 19, 10, 10, 16, 11, 27, 10, 2, 2, 2, 2, 10, 16, 10, 26, 18, 27, 2, 10, 26, 23, 29, 27, 18, 5, 3, 10, 27, 21, 26, 3, 18, 26, 18, 28, 5, 20, 26, 18, 21, 21, 2, 19, 10, 12, 18, 2, 18, 26, 26, 18, 21, 13, 12, 18, 18, 18, 12, 20, 26]",1
"[2, 26, 10, 2, 18, 10, 26, 26, 18, 26, 26, 23, 26, 20, 10, 26, 28, 21, 2, 27, 11, 2, 2, 2, 27, 2, 26, 10, 18, 26, 18, 2, 2, 18, 26, 21, 2, 5, 2, 26, 19, 10, 10, 16, 11, 27, 10, 2, 2, 2, 2, 10, 16, 10, 26, 18, 27, 2, 10, 26, 23, 29, 27, 18, 5, 3, 10, 27, 21, 26, 3, 18, 26, 18, 28, 5, 20, 26, 18, 21, 21, 2, 19, 10, 12, 18, 2, 18, 26, 26, 18, 21, 13, 12, 18, 18, 18, 12, 20, 26, 2, 10, 2, 10, 21, 2, 2, 18, 26, 18, 26, 10, 2, 10, 2, 10, 12, 10, 27, 10, 2, 18, 20, 18, 3, 11, 11, 26, 10, 19, 18, 4, 4, 26, 3, 4, 21, 19, 2, 26, 2, 2, 2, 10, 3, 21, 29, 18, 5, 5, 26, 26, 18, 13, 10, 10, 4, 2, 3, 26, 5, 27, 2, 12, 4, 18, 5, 2, 29, 2, 4, 18, 10, 10, 26, 10, 12, 4, 18, 4, 18, 18, 10, 26, 10, 26, 2, 18, 19, 5, 5, 26, 25, 18, 26, 5, 10, 2, 26, 3, 18, 27, 26, 26, 20, 21, 26, 28, 26, 5, 12, 18, 28, 27, 21, 10, 12, 16, 10, 21, 11]",1
"[2, 10, 2, 10, 21, 2, 2, 18, 26, 18, 26, 10, 2, 10, 2, 10, 12, 10, 27, 10, 2, 18, 20, 18, 3, 11, 11, 26, 10, 19, 18, 4, 4, 26, 3, 4, 21, 19, 2, 26, 2, 2, 2, 10, 3, 21, 29, 18, 5, 5, 26, 26, 18, 13, 10, 10, 4, 2, 3, 26, 5, 27, 2, 12, 4, 18, 5, 2, 29, 2, 4, 18, 10, 10, 26, 10, 12, 4, 18, 4, 18, 18, 10, 26, 10, 26, 2, 18, 19, 5, 5, 26, 25, 18, 26, 5, 10, 2, 26, 3, 18, 27, 26, 26, 20, 21, 26, 28, 26, 5, 12, 18, 28, 27, 21, 10, 12, 16, 10, 21, 11, 10, 21, 12, 5, 5, 18, 20, 26, 19, 18, 2, 21, 10, 2, 10, 28, 20, 26, 18, 16, 18, 2, 5, 2, 11, 5, 26, 21, 27, 10, 18, 25, 18, 11, 2, 26, 2, 2, 26, 4, 21, 5, 29, 27, 5, 2, 27, 21, 10, 26, 2, 2, 10, 4, 20, 27, 10, 26, 18, 5, 5, 5, 10, 16, 4, 2, 4, 16, 16, 21, 4, 4, 11, 18, 18, 26, 10, 21, 10, 2, 27, 18, 20, 18, 10, 4, 11, 10, 2, 11, 12]",1
"[10, 21, 12, 5, 5, 18, 20, 26, 19, 18, 2, 21, 10, 2, 10, 28, 20, 26, 18, 16, 18, 2, 5, 2, 11, 5, 26, 21, 27, 10, 18, 25, 18, 11, 2, 26, 2, 2, 26, 4, 21, 5, 29, 27, 5, 2, 27, 21, 10, 26, 2, 2, 10, 4, 20, 27, 10, 26, 18, 5, 5, 5, 10, 16, 4, 2, 4, 16, 16, 21, 4, 4, 11, 18, 18, 26, 10, 21, 10, 2, 27, 18, 20, 18, 10, 4, 11, 10, 2, 11, 12, 10, 10, 27, 5, 26, 18, 10, 26, 5, 10, 12, 18, 10, 16, 18, 18, 10, 27, 18, 18, 26, 10, 18, 12, 18, 10, 21, 10, 3, 2, 10, 26, 2, 21, 2, 10, 27, 10, 26, 21, 5, 26, 26, 23, 3, 11, 26, 26, 28, 21, 11, 2, 27, 26, 18, 2, 12, 18, 10, 26, 5, 18, 2, 5, 26, 18, 2, 27, 26, 12, 11, 5, 11, 5, 20, 2, 18, 2, 16, 12, 26, 21, 10, 5, 18, 2, 16, 10, 10, 2, 10, 29, 10, 18, 10, 10, 2, 26, 18, 2, 10, 26, 18, 21, 26, 2, 26, 11, 26, 4, 27, 27, 2, 2, 26, 27, 26, 18, 5, 28, 11, 20, 2, 18, 5, 2, 5, 4, 11, 5, 26, 5, 26, 18, 16, 4, 5]",1
"[10, 10, 27, 5, 26, 18, 10, 26, 5, 10, 12, 18, 10, 16, 18, 18, 10, 27, 18, 18, 26, 10, 18, 12, 18, 10, 21, 10, 3, 2, 10, 26, 2, 21, 2, 10, 27, 10, 26, 21, 5, 26, 26, 23, 3, 11, 26, 26, 28, 21, 11, 2, 27, 26, 18, 2, 12, 18, 10, 26, 5, 18, 2, 5, 26, 18, 2, 27, 26, 12, 11, 5, 11, 5, 20, 2, 18, 2, 16, 12, 26, 21, 10, 5, 18, 2, 16, 10, 10, 2, 10, 29, 10, 18, 10, 10, 2, 26, 18, 2, 10, 26, 18, 21, 26, 2, 26, 11, 26, 4, 27, 27, 2, 2, 26, 27, 26, 18, 5, 28, 11, 20, 2, 18, 5, 2, 5, 4, 11, 5, 26, 5, 26, 18, 16, 4, 5, 10, 3, 29, 5, 12, 5, 18, 18, 26, 10, 10, 11, 11, 25, 2, 2, 2, 18, 10, 19, 10, 28, 21, 18, 11, 5, 5, 23, 5, 12, 26, 19, 18, 4, 18, 26, 26, 3, 26, 26, 5, 26, 21, 26, 18, 2, 18, 2, 20, 13, 2, 27, 2, 18, 18, 18, 2, 18, 2, 12, 29, 10, 10, 2, 26, 18, 10, 26, 29, 19, 26, 20, 18, 2, 2, 26, 10, 10, 2, 26, 10, 26, 5, 18, 18, 10, 4, 11, 18, 4, 2, 26, 25, 29]",1
"[10, 3, 29, 5, 12, 5, 18, 18, 26, 10, 10, 11, 11, 25, 2, 2, 2, 18, 10, 19, 10, 28, 21, 18, 11, 5, 5, 23, 5, 12, 26, 19, 18, 4, 18, 26, 26, 3, 26, 26, 5, 26, 21, 26, 18, 2, 18, 2, 20, 13, 2, 27, 2, 18, 18, 18, 2, 18, 2, 12, 29, 10, 10, 2, 26, 18, 10, 26, 29, 19, 26, 20, 18, 2, 2, 26, 10, 10, 2, 26, 10, 26, 5, 18, 18, 10, 4, 11, 18, 4, 2, 26, 25, 29, 2, 5, 20, 26, 26, 12, 19, 5, 2, 18, 5, 10, 18, 10, 18, 23, 26, 28, 18, 10, 26, 5, 10, 26, 27, 2, 4, 2, 2, 26, 29, 18, 10, 10, 26, 26, 26, 18, 26, 26, 2, 18, 26, 27, 2, 2, 29, 2, 10, 2, 2, 27, 3, 29, 12, 18, 2, 26, 10, 2, 2, 18, 4, 10, 26, 10, 21, 2, 5, 5, 29, 21, 28, 26, 4, 16, 2, 26, 10, 10, 18, 10, 11, 10, 28, 26, 2, 27, 21, 5, 18, 10, 18, 2, 10, 21, 5, 2, 2, 21, 27, 10, 21, 11, 18, 27, 10, 2, 2, 10, 2, 28, 25, 27, 21, 25, 10, 26, 5, 11, 26]",1
"[2, 4, 2, 2, 26, 29, 18, 10, 10, 26, 26, 26, 18, 26, 26, 2, 18, 26, 27, 2, 2, 29, 2, 10, 2, 2, 27, 3, 29, 12, 18, 2, 26, 10, 2, 2, 18, 4, 10, 26, 10, 21, 2, 5, 5, 29, 21, 28, 26, 4, 16, 2, 26, 10, 10, 18, 10, 11, 10, 28, 26, 2, 27, 21, 5, 18, 10, 18, 2, 10, 21, 5, 2, 2, 21, 27, 10, 21, 11, 18, 27, 10, 2, 2, 10, 2, 28, 25, 27, 21, 25, 10, 26, 5, 11, 26, 28, 19, 29, 27, 26, 21, 5, 2, 2, 2, 10, 26, 11, 29, 19, 29, 18, 16, 5, 10, 10, 21, 26, 2, 10, 2, 10, 18, 18, 26, 10, 23, 18, 19, 26, 10, 2, 18, 28, 29, 4, 26, 10, 4, 4, 29, 2, 26, 18, 18, 10, 2, 12, 29, 10, 5, 12, 26, 18, 11, 10, 18, 27, 29, 10, 20, 18, 16, 2, 16, 2, 26, 25, 18, 26, 2, 26, 10, 27, 16, 19, 26, 12, 18, 2, 18, 10, 12, 27, 12, 19, 18, 29, 18, 5, 10, 5, 2, 5, 18, 11, 5, 12, 11, 29, 27, 10, 2, 2, 2, 29, 28, 18, 10, 5, 10, 2, 11]",1
"[28, 19, 29, 27, 26, 21, 5, 2, 2, 2, 10, 26, 11, 29, 19, 29, 18, 16, 5, 10, 10, 21, 26, 2, 10, 2, 10, 18, 18, 26, 10, 23, 18, 19, 26, 10, 2, 18, 28, 29, 4, 26, 10, 4, 4, 29, 2, 26, 18, 18, 10, 2, 12, 29, 10, 5, 12, 26, 18, 11, 10, 18, 27, 29, 10, 20, 18, 16, 2, 16, 2, 26, 25, 18, 26, 2, 26, 10, 27, 16, 19, 26, 12, 18, 2, 18, 10, 12, 27, 12, 19, 18, 29, 18, 5, 10, 5, 2, 5, 18, 11, 5, 12, 11, 29, 27, 10, 2, 2, 2, 29, 28, 18, 10, 5, 10, 2, 11, 21, 10, 5, 26, 19, 5, 10, 16, 26, 2, 10, 3, 10, 10, 18, 10, 18, 26, 16, 5, 28, 27, 12, 5, 2, 10, 26, 10, 11, 3, 25, 2, 29, 10, 28, 10, 10, 2, 5, 2, 10, 10, 5, 2, 21, 18, 26, 2, 29, 25, 19, 4, 4, 2, 10, 5, 27, 29, 4, 18, 26, 10, 2, 10, 26, 10, 10, 2, 5, 26, 26, 26, 18, 21, 2, 2, 11, 26, 26, 5, 27, 2, 12, 12, 23, 19, 12, 21, 26, 20, 11, 16]",1
"[21, 10, 5, 26, 19, 5, 10, 16, 26, 2, 10, 3, 10, 10, 18, 10, 18, 26, 16, 5, 28, 27, 12, 5, 2, 10, 26, 10, 11, 3, 25, 2, 29, 10, 28, 10, 10, 2, 5, 2, 10, 10, 5, 2, 21, 18, 26, 2, 29, 25, 19, 4, 4, 2, 10, 5, 27, 29, 4, 18, 26, 10, 2, 10, 26, 10, 10, 2, 5, 26, 26, 26, 18, 21, 2, 2, 11, 26, 26, 5, 27, 2, 12, 12, 23, 19, 12, 21, 26, 20, 11, 16, 26, 28, 29, 2, 2, 26, 21, 19, 27, 26, 18, 5, 26, 27, 18, 2, 26, 10, 26, 26, 16, 5, 10, 26, 29, 10, 2, 18, 10, 21, 18, 5, 29, 18, 28, 2, 2, 10, 12, 18, 27, 20, 20, 5, 10, 18, 10, 10, 10, 18, 10, 4, 11, 21, 4, 10, 26, 2, 10, 10, 19, 26, 21, 20, 4, 29, 18, 2, 18, 21, 18, 20, 18, 11, 2, 25, 11, 26, 18, 12, 4, 18, 10, 27, 16, 2, 27, 3, 26, 10, 18, 12, 27, 16, 18, 26, 5, 18, 10, 29, 10, 18, 10, 10, 29, 20, 19, 23, 18, 21, 18, 10, 18, 19, 29, 12, 18, 18, 12, 26, 26, 2, 20, 3, 21, 12, 20]",1
"[26, 28, 29, 2, 2, 26, 21, 19, 27, 26, 18, 5, 26, 27, 18, 2, 26, 10, 26, 26, 16, 5, 10, 26, 29, 10, 2, 18, 10, 21, 18, 5, 29, 18, 28, 2, 2, 10, 12, 18, 27, 20, 20, 5, 10, 18, 10, 10, 10, 18, 10, 4, 11, 21, 4, 10, 26, 2, 10, 10, 19, 26, 21, 20, 4, 29, 18, 2, 18, 21, 18, 20, 18, 11, 2, 25, 11, 26, 18, 12, 4, 18, 10, 27, 16, 2, 27, 3, 26, 10, 18, 12, 27, 16, 18, 26, 5, 18, 10, 29, 10, 18, 10, 10, 29, 20, 19, 23, 18, 21, 18, 10, 18, 19, 29, 12, 18, 18, 12, 26, 26, 2, 20, 3, 21, 12, 20, 2, 20, 2, 26, 16, 29, 18, 11, 5, 2, 10, 10, 10, 2, 21, 18, 18, 16, 2, 20, 26, 18, 29, 18, 10, 26, 28, 29, 10, 11, 26, 2, 2, 10, 2, 27, 18, 5, 2, 18, 5, 2, 25, 12, 26, 18, 5, 12, 2, 28, 18, 2, 18, 21, 5, 13, 21, 26, 20, 10, 12, 2, 18, 2, 18, 2, 10, 27, 18, 27, 10, 4, 19, 27, 26, 5, 2, 2, 4, 26, 10, 26, 10, 26, 26, 5, 29, 10, 2, 2, 2, 27, 18, 26, 18, 27, 28]",1
"[2, 20, 2, 26, 16, 29, 18, 11, 5, 2, 10, 10, 10, 2, 21, 18, 18, 16, 2, 20, 26, 18, 29, 18, 10, 26, 28, 29, 10, 11, 26, 2, 2, 10, 2, 27, 18, 5, 2, 18, 5, 2, 25, 12, 26, 18, 5, 12, 2, 28, 18, 2, 18, 21, 5, 13, 21, 26, 20, 10, 12, 2, 18, 2, 18, 2, 10, 27, 18, 27, 10, 4, 19, 27, 26, 5, 2, 2, 4, 26, 10, 26, 10, 26, 26, 5, 29, 10, 2, 2, 2, 27, 18, 26, 18, 27, 28, 5, 10, 18, 2, 2, 27, 10, 10, 26, 21, 2, 26, 29, 18, 27, 18, 10, 10, 2, 18, 11, 26, 26, 27, 25, 18, 2, 26, 21, 21, 27, 28, 10, 26, 11, 18, 18, 27, 10, 26, 5, 21, 10, 12, 10, 27, 2, 2, 21, 27, 11, 27, 11, 26, 20, 2, 18, 26, 21, 12, 20, 18, 10, 25, 26, 12, 29, 5, 18, 2, 5, 4, 2, 2, 11, 2, 11, 11, 26, 19, 26, 2, 10, 26, 11, 21, 16, 26, 26, 21, 2, 28, 20, 21, 2, 21, 10, 26, 20, 2, 18, 26, 10, 29, 29, 26, 27, 18, 18, 2, 10, 27, 21, 12, 21, 5, 26, 10, 18, 12, 18, 18]",1
"[2, 26, 21, 21, 27, 28, 10, 26, 11, 18, 18, 27, 10, 26, 5, 21, 10, 12, 10, 27, 2, 2, 21, 27, 11, 27, 11, 26, 20, 2, 18, 26, 21, 12, 20, 18, 10, 25, 26, 12, 29, 5, 18, 2, 5, 4, 2, 2, 11, 2, 11, 11, 26, 19, 26, 2, 10, 26, 11, 21, 16, 26, 26, 21, 2, 28, 20, 21, 2, 21, 10, 26, 20, 2, 18, 26, 10, 29, 29, 26, 27, 18, 18, 2, 10, 27, 21, 12, 21, 5, 26, 10, 18, 12, 18, 18, 29, 28, 19, 21, 4, 26, 18, 26, 26, 29, 4, 29, 18, 12, 5, 10, 11, 16, 10, 26, 26, 27, 2, 18, 10, 12, 5, 18, 18, 10, 18, 5, 13, 19, 19, 18, 12, 10, 18, 12, 19, 28, 18, 10, 28, 5, 18, 10, 2, 2, 26, 10, 5, 18, 26]",1
"[29, 28, 19, 21, 4, 26, 18, 26, 26, 29, 4, 29, 18, 12, 5, 10, 11, 16, 10, 26, 26, 27, 2, 18, 10, 12, 5, 18, 18, 10, 18, 5, 13, 19, 19, 18, 12, 10, 18, 12, 19, 28, 18, 10, 28, 5, 18, 10, 2, 2, 26, 10, 5, 18, 26]",1
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
[],0
